protein_ids,majority_protein_ids,fasta_header,mol_weight,score,intensity,intensity_abeta1,intensity_abeta2,intensity_abeta3,intensity_abeta4,intensity_veh1,intensity_veh2,intensity_veh3,intensity_veh4,ibaq,ibaq_abeta1,ibaq_abeta2,ibaq_abeta3,ibaq_abeta4,ibaq_veh1,ibaq_veh2,ibaq_veh3,ibaq_veh4,lfq_intensity_abeta1,lfq_intensity_abeta2,lfq_intensity_abeta3,lfq_intensity_abeta4,lfq_intensity_veh1,lfq_intensity_veh2,lfq_intensity_veh3,lfq_intensity_veh4,msms_count_abeta1,msms_count_abeta2,msms_count_abeta3,msms_count_abeta4,msms_count_veh1,msms_count_veh2,msms_count_veh3,msms_count_veh4
sp|Q68FD5|CLH1_MOUSE;tr|Q5SXR6|Q5SXR6_MOUSE;tr|Q80U89|Q80U89_MOUSE;tr|Q3UPJ3|Q3UPJ3_MOUSE;tr|Q3U0H2|Q3U0H2_MOUSE;tr|Q3TYQ2|Q3TYQ2_MOUSE;tr|Q8K2I5|Q8K2I5_MOUSE;tr|Q3TAN1|Q3TAN1_MOUSE;tr|Q3TJ98|Q3TJ98_MOUSE;tr|F6Z1R4|F6Z1R4_MOUSE,sp|Q68FD5|CLH1_MOUSE;tr|Q5SXR6|Q5SXR6_MOUSE;tr|Q80U89|Q80U89_MOUSE;tr|Q3UPJ3|Q3UPJ3_MOUSE,sp|Q68FD5|CLH1_MOUSE Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3;tr|Q5SXR6|Q5SXR6_MOUSE Clathrin heavy chain OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=1;tr|Q80U89|Q80U89_MOUSE MKIAA0034 protein (Fragment) OS=Mus musculus OX=10090 GN=mK,191.55,323.31,1.07E+11,11342000000,11935000000,12798000000,16850000000,13431000000,10751000000,14925000000,15234000000,1191800000,126030000,132610000,142200000,187220000,149230000,119450000,165830000,169270000,12787000000,11734000000,11021000000,13609000000,12892000000,12061000000,11659000000,12573000000,269,274,246,294,257,267,280,266
tr|Q3UDC8|Q3UDC8_MOUSE;sp|P58252|EF2_MOUSE;tr|Q8BMA8|Q8BMA8_MOUSE;tr|Q3UZ14|Q3UZ14_MOUSE;tr|Q3UMI7|Q3UMI7_MOUSE;tr|Q3TK17|Q3TK17_MOUSE;tr|Q3UBL9|Q3UBL9_MOUSE;tr|Q3TX47|Q3TX47_MOUSE;tr|Q3TWX1|Q3TWX1_MOUSE;tr|Q3TLB1|Q3TLB1_MOUSE;tr|Q3TJZ1|Q3TJZ1_MOUSE;tr|Q6P9L9|Q6P9L9_MOUSE;tr|Q8C153|Q8C153_MOUSE;tr|Q3TW58|Q3TW58_MOUSE;tr|Q3TSK4|Q3TSK4_MOUSE;tr|Q3TPG2|Q3TPG2_MOUSE;tr|Q99LT6|Q99LT6_MOUSE;tr|Q61509|Q61509_MOUSE;tr|O89069|O89069_MOUSE;tr|O89070|O89070_MOUSE,tr|Q3UDC8|Q3UDC8_MOUSE;sp|P58252|EF2_MOUSE;tr|Q8BMA8|Q8BMA8_MOUSE;tr|Q3UZ14|Q3UZ14_MOUSE;tr|Q3UMI7|Q3UMI7_MOUSE;tr|Q3TK17|Q3TK17_MOUSE;tr|Q3UBL9|Q3UBL9_MOUSE;tr|Q3TX47|Q3TX47_MOUSE;tr|Q3TWX1|Q3TWX1_MOUSE;tr|Q3TLB1|Q3TLB1_MOUSE;tr|Q3TJZ1|Q3TJZ1_MOUSE;tr|Q6P9L9|Q6P9L9_MOUSE;tr|Q8C153|Q8C153_MOUSE;tr|Q3TW58|Q3TW58_MOUSE;tr|Q3TSK4|Q3TSK4_MOUSE,tr|Q3UDC8|Q3UDC8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Eef2 PE=2 SV=1;sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2;tr|Q8BMA8|Q8BMA8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Eef2 PE=,95.267,323.31,2.59E+11,27518000000,28541000000,29979000000,40113000000,34541000000,25112000000,33962000000,38965000000,5749600000,611510000,634250000,666190000,891390000,767570000,558050000,754710000,865890000,29833000000,28294000000,24009000000,30591000000,31455000000,27393000000,26340000000,30343000000,267,278,260,308,286,277,270,292
tr|B2RTM0|B2RTM0_MOUSE;sp|P62806|H4_MOUSE;tr|Q6B822|Q6B822_MOUSE,tr|B2RTM0|B2RTM0_MOUSE;sp|P62806|H4_MOUSE,tr|B2RTM0|B2RTM0_MOUSE Histone H4 OS=Mus musculus OX=10090 GN=Hist2h4 PE=1 SV=1;sp|P62806|H4_MOUSE Histone H4 OS=Mus musculus OX=10090 GN=Hist1h4a PE=1 SV=2,11.367,323.31,1.04E+12,1.05E+11,1.46E+11,1.52E+11,1.41E+11,1.06E+11,1.10E+11,1.52E+11,1.25E+11,1.73E+11,17582000000,24315000000,25366000000,23565000000,17727000000,18262000000,25284000000,20834000000,99847000000,1.41E+11,1.39E+11,1.07E+11,91144000000,1.27E+11,1.28E+11,95541000000,257,371,339,305,320,287,343,276
sp|P68372|TBB4B_MOUSE;tr|Q9DCR1|Q9DCR1_MOUSE;tr|Q9CVR0|Q9CVR0_MOUSE;tr|Q62363|Q62363_MOUSE;tr|G3UZR1|G3UZR1_MOUSE;tr|D5MR34|D5MR34_MOUSE,sp|P68372|TBB4B_MOUSE;tr|Q9DCR1|Q9DCR1_MOUSE;tr|Q9CVR0|Q9CVR0_MOUSE,sp|P68372|TBB4B_MOUSE Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1;tr|Q9DCR1|Q9DCR1_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Tubb4b PE=2 SV=2;tr|Q9CVR0|Q9CVR0_MOUSE Tubulin beta chain (Fragment) OS=Mus musc,49.83,323.31,2.44E+11,23936000000,27938000000,29583000000,35875000000,32263000000,24226000000,31332000000,38564000000,12186000000,1196800000,1396900000,1479100000,1793800000,1613200000,1211300000,1566600000,1928200000,25814000000,24970000000,21966000000,26569000000,27378000000,24997000000,24484000000,28220000000,253,258,252,281,283,236,256,289
sp|P63038|CH60_MOUSE;tr|D3Z2F2|D3Z2F2_MOUSE;tr|D3Z7J9|D3Z7J9_MOUSE,sp|P63038|CH60_MOUSE,"sp|P63038|CH60_MOUSE 60 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspd1 PE=1 SV=1",60.955,323.31,3.19E+11,36254000000,37630000000,52669000000,37920000000,37984000000,31220000000,46662000000,38853000000,9672500000,1098600000,1140300000,1596000000,1149100000,1151000000,946070000,1414000000,1177400000,35020000000,35680000000,41402000000,29195000000,36598000000,34837000000,36903000000,31437000000,252,265,288,237,282,262,293,272
sp|Q8CGC7|SYEP_MOUSE;tr|B9EIU1|B9EIU1_MOUSE;tr|Q8BTR1|Q8BTR1_MOUSE;tr|Q9CRF9|Q9CRF9_MOUSE;tr|Q3UGD4|Q3UGD4_MOUSE;tr|A0A0A6YWA4|A0A0A6YWA4_MOUSE;tr|A0A0A6YWH3|A0A0A6YWH3_MOUSE;tr|Q3TMX9|Q3TMX9_MOUSE;tr|Q3TLK2|Q3TLK2_MOUSE,sp|Q8CGC7|SYEP_MOUSE;tr|B9EIU1|B9EIU1_MOUSE,sp|Q8CGC7|SYEP_MOUSE Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4;tr|B9EIU1|B9EIU1_MOUSE Glutamyl-prolyl-tRNA synthetase OS=Mus musculus OX=10090 GN=Eprs PE=2 SV=1,170.08,323.31,74601000000,8566300000,7963600000,9032600000,11026000000,9755700000,7446300000,9803800000,11007000000,888110000,101980000,94805000,107530000,131260000,116140000,88647000,116710000,131030000,9237500000,7990800000,7554200000,9475100000,8959200000,8191600000,8000600000,9135100000,247,237,235,247,243,235,238,233
tr|D2KHZ9|D2KHZ9_MOUSE;sp|P16858|G3P_MOUSE;tr|A0A0A0MQF6|A0A0A0MQF6_MOUSE;tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE;tr|S4R257|S4R257_MOUSE;tr|Q3TUZ9|Q3TUZ9_MOUSE;tr|Q4VBD1|Q4VBD1_MOUSE;tr|S4R1W8|S4R1W8_MOUSE;tr|W8QM43|W8QM43_MOUSE;tr|Q6IWE3|Q6IWE3_MOUSE;tr|Q8CEV2|Q8CEV2_MOUSE;tr|Q3V2I5|Q3V2I5_MOUSE;tr|A0A0R4J0X7|A0A0R4J0X7_MOUSE;tr|S4R2G5|S4R2G5_MOUSE;sp|Q64467|G3PT_MOUSE;tr|S4R1N5|S4R1N5_MOUSE;tr|V9GXA7|V9GXA7_MOUSE;tr|Q2VWQ4|Q2VWQ4_MOUSE;tr|V9GXK0|V9GXK0_MOUSE;tr|Q8BJ40|Q8BJ40_MOUSE,tr|D2KHZ9|D2KHZ9_MOUSE;sp|P16858|G3P_MOUSE;tr|A0A0A0MQF6|A0A0A0MQF6_MOUSE;tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE;tr|S4R257|S4R257_MOUSE,tr|D2KHZ9|D2KHZ9_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=GAPDH PE=2 SV=1;sp|P16858|G3P_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2;tr|A0A0A0MQF6|A0A0A0MQF6_MOUSE Glyceraldehy,35.81,323.31,4.80E+11,49446000000,55073000000,56101000000,74731000000,65180000000,42631000000,61559000000,75703000000,30026000000,3090400000,3442000000,3506300000,4670700000,4073700000,2664400000,3847500000,4731400000,52809000000,49743000000,40712000000,58719000000,58027000000,45183000000,48250000000,58446000000,242,227,208,262,265,210,255,265
tr|Q3U2W2|Q3U2W2_MOUSE;sp|Q7TPV4|MBB1A_MOUSE;tr|A0JLT5|A0JLT5_MOUSE;tr|Q3TLF6|Q3TLF6_MOUSE,tr|Q3U2W2|Q3U2W2_MOUSE;sp|Q7TPV4|MBB1A_MOUSE;tr|A0JLT5|A0JLT5_MOUSE;tr|Q3TLF6|Q3TLF6_MOUSE,"tr|Q3U2W2|Q3U2W2_MOUSE MYB binding protein (P160) 1a, isoform CRA_b OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=1;sp|Q7TPV4|MBB1A_MOUSE Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2;tr|A0JLT5|A0JLT5_MOUSE Mybbp1a protein (Fragment) O",152.04,323.31,1.16E+11,11082000000,14516000000,19832000000,13584000000,12095000000,12259000000,19684000000,13377000000,1639900000,156080000,204450000,279320000,191330000,170360000,172660000,277250000,188410000,11974000000,14415000000,15598000000,10970000000,11340000000,13437000000,14770000000,10762000000,241,266,291,246,234,268,285,237
sp|Q99PV0|PRP8_MOUSE;tr|B7ZC27|B7ZC27_MOUSE;tr|Q3UNG1|Q3UNG1_MOUSE;tr|Q3TI71|Q3TI71_MOUSE,sp|Q99PV0|PRP8_MOUSE,sp|Q99PV0|PRP8_MOUSE Pre-mRNA-processing-splicing factor 8 OS=Mus musculus OX=10090 GN=Prpf8 PE=1 SV=2,273.61,323.31,39662000000,3753800000,4805200000,6153100000,5070400000,4433700000,3923700000,6784000000,4738500000,312300000,29557000,37837000,48449000,39924000,34911000,30895000,53417000,37311000,4326600000,4735800000,4900500000,4403600000,4204700000,4470400000,4876400000,4148100000,224,233,255,214,207,221,257,213
tr|Q4FZL1|Q4FZL1_MOUSE;tr|Q5F2A7|Q5F2A7_MOUSE;sp|P60843|IF4A1_MOUSE;tr|Q3TFG3|Q3TFG3_MOUSE;tr|Q3UXC2|Q3UXC2_MOUSE;tr|Q3TGK7|Q3TGK7_MOUSE;tr|Q3TLL6|Q3TLL6_MOUSE;tr|Q3U8I0|Q3U8I0_MOUSE;tr|Q78WR5|Q78WR5_MOUSE;tr|Q3TSJ4|Q3TSJ4_MOUSE;tr|Q99LR0|Q99LR0_MOUSE,tr|Q4FZL1|Q4FZL1_MOUSE;tr|Q5F2A7|Q5F2A7_MOUSE;sp|P60843|IF4A1_MOUSE;tr|Q3TFG3|Q3TFG3_MOUSE;tr|Q3UXC2|Q3UXC2_MOUSE;tr|Q3TGK7|Q3TGK7_MOUSE;tr|Q3TLL6|Q3TLL6_MOUSE;tr|Q3U8I0|Q3U8I0_MOUSE;tr|Q78WR5|Q78WR5_MOUSE,tr|Q4FZL1|Q4FZL1_MOUSE Eif4a1 protein (Fragment) OS=Mus musculus OX=10090 GN=Eif4a1 PE=2 SV=1;tr|Q5F2A7|Q5F2A7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1;sp|P60843|IF4A1_MOUSE Eukaryotic initiation factor 4A-I OS=Mus musculu,46.022,323.31,1.90E+11,20760000000,20784000000,23248000000,28219000000,24748000000,18939000000,25370000000,27840000000,8256900000,902620000,903630000,1010800000,1226900000,1076000000,823420000,1103000000,1210500000,22007000000,20068000000,18543000000,20861000000,22707000000,20714000000,18960000000,21878000000,219,202,204,229,218,211,215,229
tr|Q5FW97|Q5FW97_MOUSE;sp|P17182|ENOA_MOUSE;tr|Q6PHC1|Q6PHC1_MOUSE;tr|Q8CF78|Q8CF78_MOUSE;tr|B1ARR7|B1ARR7_MOUSE;tr|B0QZL1|B0QZL1_MOUSE;tr|B1ARR6|B1ARR6_MOUSE;tr|A0A0N4SUW8|A0A0N4SUW8_MOUSE,tr|Q5FW97|Q5FW97_MOUSE;sp|P17182|ENOA_MOUSE;tr|Q6PHC1|Q6PHC1_MOUSE,"tr|Q5FW97|Q5FW97_MOUSE Enolase 1, alpha non-neuron OS=Mus musculus OX=10090 GN=EG433182 PE=1 SV=1;sp|P17182|ENOA_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3;tr|Q6PHC1|Q6PHC1_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=1",47.14,323.31,4.60E+11,53352000000,47656000000,50607000000,79100000000,65844000000,37197000000,54235000000,72296000000,20922000000,2425100000,2166200000,2300300000,3595400000,2992900000,1690800000,2465200000,3286200000,60081000000,46773000000,40286000000,61975000000,59028000000,41509000000,42858000000,56337000000,219,224,213,272,277,239,235,289
sp|P56480|ATPB_MOUSE,sp|P56480|ATPB_MOUSE,"sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",56.3,323.31,2.02E+11,17278000000,25189000000,31615000000,25301000000,23073000000,21752000000,30923000000,27091000000,6973200000,595780000,868600000,1090200000,872470000,795630000,750090000,1066300000,934170000,18135000000,23627000000,23428000000,19146000000,20312000000,21869000000,22836000000,19314000000,214,238,250,225,235,241,228,232
tr|Q5FWJ3|Q5FWJ3_MOUSE;tr|Q3U6S1|Q3U6S1_MOUSE;sp|P20152|VIME_MOUSE;tr|Q3V2S4|Q3V2S4_MOUSE;tr|A0A0A6YWC8|A0A0A6YWC8_MOUSE;tr|Q3TWV0|Q3TWV0_MOUSE;tr|Q3UD36|Q3UD36_MOUSE;tr|Q3UAX1|Q3UAX1_MOUSE;tr|A4IF59|A4IF59_MOUSE;tr|A2AKJ2|A2AKJ2_MOUSE;tr|Q3V2C6|Q3V2C6_MOUSE;tr|Q3V1K9|Q3V1K9_MOUSE;sp|P31001|DESM_MOUSE;tr|G5E846|G5E846_MOUSE;sp|P15331|PERI_MOUSE;tr|A0A2R8W6R6|A0A2R8W6R6_MOUSE;tr|G3X981|G3X981_MOUSE;tr|D3YZ35|D3YZ35_MOUSE;tr|A0A0R4J036|A0A0R4J036_MOUSE;sp|P08553|NFM_MOUSE;tr|Q9JJY2|Q9JJY2_MOUSE;tr|Q05DD2|Q05DD2_MOUSE;sp|P08551|NFL_MOUSE,tr|Q5FWJ3|Q5FWJ3_MOUSE;tr|Q3U6S1|Q3U6S1_MOUSE;sp|P20152|VIME_MOUSE;tr|Q3V2S4|Q3V2S4_MOUSE;tr|A0A0A6YWC8|A0A0A6YWC8_MOUSE;tr|Q3TWV0|Q3TWV0_MOUSE;tr|Q3UD36|Q3UD36_MOUSE;tr|Q3UAX1|Q3UAX1_MOUSE,tr|Q5FWJ3|Q5FWJ3_MOUSE Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=1;tr|Q3U6S1|Q3U6S1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vim PE=2 SV=1;sp|P20152|VIME_MOUSE Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3;tr|Q3V2S4|Q3V2S4_MOUS,53.687,323.31,1.40E+11,16870000000,18313000000,22684000000,13662000000,18265000000,16794000000,18966000000,13964000000,4103500000,496170000,538610000,667180000,401820000,537200000,493950000,557840000,410700000,17006000000,16861000000,18164000000,10561000000,17857000000,19729000000,15034000000,11296000000,208,216,226,195,220,200,192,189
sp|B2RQC6|PYR1_MOUSE;tr|E9QAI5|E9QAI5_MOUSE;tr|G3UWN2|G3UWN2_MOUSE;tr|Q6P9L1|Q6P9L1_MOUSE;tr|E9QAT6|E9QAT6_MOUSE;tr|Q7TN13|Q7TN13_MOUSE;tr|Q80VF8|Q80VF8_MOUSE;tr|Q9CWQ9|Q9CWQ9_MOUSE;tr|F6S3Z3|F6S3Z3_MOUSE;sp|Q8C196|CPSM_MOUSE;tr|O88862|O88862_MOUSE;tr|Q561M8|Q561M8_MOUSE,sp|B2RQC6|PYR1_MOUSE;tr|E9QAI5|E9QAI5_MOUSE;tr|G3UWN2|G3UWN2_MOUSE;tr|Q6P9L1|Q6P9L1_MOUSE,sp|B2RQC6|PYR1_MOUSE CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1;tr|E9QAI5|E9QAI5_MOUSE CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1;tr|G3UWN2|G3UWN2_MOUSE CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1;tr|Q6P9L1|Q6P9L1_MOUSE Cad ,243.24,323.31,41947000000,4387000000,4233000000,4766600000,6872600000,5617900000,3828400000,5625600000,6616200000,392030000,41000000,39560000,44548000,64230000,52503000,35780000,52576000,61833000,5172500000,4210600000,4233200000,5415100000,5072500000,4584300000,4495600000,5281600000,202,199,196,234,219,189,230,224
sp|Q6P4T2|U520_MOUSE;tr|Q8BYH6|Q8BYH6_MOUSE;tr|Q7TMG2|Q7TMG2_MOUSE,sp|Q6P4T2|U520_MOUSE,sp|Q6P4T2|U520_MOUSE U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus OX=10090 GN=Snrnp200 PE=1 SV=1,244.54,323.31,35055000000,3079300000,4547100000,5454600000,4605900000,3761000000,3867100000,5515300000,4224700000,297080000,26095000,38535000,46225000,39033000,31873000,32772000,46740000,35803000,3503300000,4250000000,4390300000,3820300000,3648700000,4227400000,4319800000,3655000000,196,228,224,189,184,195,217,186
sp|E9PVX6|KI67_MOUSE;tr|A0A1B0GQV9|A0A1B0GQV9_MOUSE,sp|E9PVX6|KI67_MOUSE,sp|E9PVX6|KI67_MOUSE Proliferation marker protein Ki-67 OS=Mus musculus OX=10090 GN=Mki67 PE=1 SV=1,350.86,323.31,24512000000,2542100000,2572200000,4570200000,2490400000,2662200000,2989100000,3884000000,2801600000,163410000,16947000,17148000,30468000,16603000,17748000,19927000,25893000,18677000,2711000000,2795200000,3597000000,2356500000,2862600000,3209200000,3066700000,2410000000,194,197,250,183,200,211,231,187
tr|Q3U9G2|Q3U9G2_MOUSE;sp|P20029|BIP_MOUSE;tr|Q3TWF2|Q3TWF2_MOUSE;tr|Q3TKF8|Q3TKF8_MOUSE;tr|Q3TI47|Q3TI47_MOUSE;tr|Q9DC41|Q9DC41_MOUSE;tr|Q3U7T8|Q3U7T8_MOUSE;tr|Q3U6V3|Q3U6V3_MOUSE;tr|Q3UEM8|Q3UEM8_MOUSE;tr|Q3TUS2|Q3TUS2_MOUSE,tr|Q3U9G2|Q3U9G2_MOUSE;sp|P20029|BIP_MOUSE;tr|Q3TWF2|Q3TWF2_MOUSE;tr|Q3TKF8|Q3TKF8_MOUSE;tr|Q3TI47|Q3TI47_MOUSE;tr|Q9DC41|Q9DC41_MOUSE;tr|Q3U7T8|Q3U7T8_MOUSE;tr|Q3U6V3|Q3U6V3_MOUSE;tr|Q3UEM8|Q3UEM8_MOUSE,tr|Q3U9G2|Q3U9G2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hspa5 PE=2 SV=1;sp|P20029|BIP_MOUSE Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3;tr|Q3TWF2|Q3TWF2_MOUSE Uncharacterized protein OS=Mus musculus OX,72.405,323.31,2.00E+11,20158000000,25495000000,30781000000,23374000000,25536000000,23023000000,27194000000,24393000000,6665200000,671940000,849840000,1026000000,779150000,851200000,767430000,906460000,813110000,22042000000,25716000000,25651000000,19171000000,25257000000,26017000000,22706000000,19333000000,189,215,222,186,231,224,196,192
sp|P26039|TLN1_MOUSE;tr|Q80TM2|Q80TM2_MOUSE;tr|Q3UHS6|Q3UHS6_MOUSE;tr|Q0V930|Q0V930_MOUSE;tr|Q3TBC3|Q3TBC3_MOUSE;tr|A2AIM2|A2AIM2_MOUSE;tr|Q8C9Z8|Q8C9Z8_MOUSE;tr|F6SX70|F6SX70_MOUSE;tr|F6S1V7|F6S1V7_MOUSE;tr|Q3TKJ2|Q3TKJ2_MOUSE;tr|Q3TN69|Q3TN69_MOUSE,sp|P26039|TLN1_MOUSE;tr|Q80TM2|Q80TM2_MOUSE;tr|Q3UHS6|Q3UHS6_MOUSE,sp|P26039|TLN1_MOUSE Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2;tr|Q80TM2|Q80TM2_MOUSE MKIAA1027 protein (Fragment) OS=Mus musculus OX=10090 GN=Tln1 PE=2 SV=4;tr|Q3UHS6|Q3UHS6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tln1 PE=2 SV=1,269.82,323.31,22671000000,2792400000,2236300000,2846400000,3285200000,3288600000,2167300000,2503600000,3551700000,169190000,20839000,16689000,21242000,24516000,24541000,16174000,18684000,26505000,2925300000,2304300000,2509800000,2769800000,3133200000,2488700000,2194000000,2897000000,187,155,163,189,191,158,153,174
sp|P05213|TBA1B_MOUSE;tr|Q99KA2|Q99KA2_MOUSE;sp|P68368|TBA4A_MOUSE;tr|A0A0A0MQA5|A0A0A0MQA5_MOUSE;tr|A0A2R8VHF3|A0A2R8VHF3_MOUSE;tr|O89052|O89052_MOUSE;tr|A0A087WRB4|A0A087WRB4_MOUSE;tr|A0A087WQS4|A0A087WQS4_MOUSE;tr|A0A087WSB0|A0A087WSB0_MOUSE;tr|A0A087WSL5|A0A087WSL5_MOUSE,sp|P05213|TBA1B_MOUSE;tr|Q99KA2|Q99KA2_MOUSE;sp|P68368|TBA4A_MOUSE;tr|A0A0A0MQA5|A0A0A0MQA5_MOUSE;tr|A0A2R8VHF3|A0A2R8VHF3_MOUSE,sp|P05213|TBA1B_MOUSE Tubulin alpha-1B chain OS=Mus musculus OX=10090 GN=Tuba1b PE=1 SV=2;tr|Q99KA2|Q99KA2_MOUSE Tubulin alpha chain (Fragment) OS=Mus musculus OX=10090 GN=Tuba1b PE=2 SV=1;sp|P68368|TBA4A_MOUSE Tubulin alpha-4A chain OS=Mus musculus OX=100,50.151,323.31,2.95E+11,30372000000,31085000000,34280000000,47394000000,39390000000,29303000000,36204000000,47210000000,14059000000,1446300000,1480300000,1632400000,2256800000,1875700000,1395400000,1724000000,2248100000,35221000000,30593000000,27587000000,36040000000,36993000000,31744000000,29544000000,38403000000,184,183,196,212,196,180,180,200
tr|Q91V38|Q91V38_MOUSE;tr|Q3UAD6|Q3UAD6_MOUSE;sp|P08113|ENPL_MOUSE;tr|Q3UBU0|Q3UBU0_MOUSE;tr|Q3TUD6|Q3TUD6_MOUSE;tr|Q8CCY5|Q8CCY5_MOUSE;tr|F7C312|F7C312_MOUSE;tr|Q8C2R2|Q8C2R2_MOUSE;tr|Q9CW12|Q9CW12_MOUSE,tr|Q91V38|Q91V38_MOUSE;tr|Q3UAD6|Q3UAD6_MOUSE;sp|P08113|ENPL_MOUSE;tr|Q3UBU0|Q3UBU0_MOUSE;tr|Q3TUD6|Q3TUD6_MOUSE;tr|Q8CCY5|Q8CCY5_MOUSE;tr|F7C312|F7C312_MOUSE,"tr|Q91V38|Q91V38_MOUSE Heat shock protein 90, beta (Grp94), member 1 OS=Mus musculus OX=10090 GN=Hsp90b1 PE=2 SV=1;tr|Q3UAD6|Q3UAD6_MOUSE Heat shock protein 90kDa beta (Grp94), member 1 OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=1;sp|P08113|ENPL_MOUSE End",92.489,323.31,1.19E+11,11834000000,15657000000,17981000000,13123000000,14236000000,13834000000,18395000000,13776000000,3047100000,303430000,401470000,461050000,336480000,365030000,354720000,471680000,353240000,12950000000,14345000000,15497000000,10941000000,13351000000,15220000000,14326000000,11434000000,183,203,222,183,191,206,204,181
tr|Q80Y52|Q80Y52_MOUSE;sp|P07901|HS90A_MOUSE;tr|Q3UIF3|Q3UIF3_MOUSE;tr|Q3TKA2|Q3TKA2_MOUSE;tr|A0PJ91|A0PJ91_MOUSE;tr|Q3TKB9|Q3TKB9_MOUSE;tr|Q3TJU7|Q3TJU7_MOUSE;tr|Q3TKG0|Q3TKG0_MOUSE;tr|Q8C5U3|Q8C5U3_MOUSE;tr|Q8C2A9|Q8C2A9_MOUSE;tr|B7ZC50|B7ZC50_MOUSE;tr|A2A6A2|A2A6A2_MOUSE;tr|B7ZC49|B7ZC49_MOUSE,tr|Q80Y52|Q80Y52_MOUSE;sp|P07901|HS90A_MOUSE;tr|Q3UIF3|Q3UIF3_MOUSE;tr|Q3TKA2|Q3TKA2_MOUSE;tr|A0PJ91|A0PJ91_MOUSE;tr|Q3TKB9|Q3TKB9_MOUSE;tr|Q3TJU7|Q3TJU7_MOUSE;tr|Q3TKG0|Q3TKG0_MOUSE;tr|Q8C5U3|Q8C5U3_MOUSE,"tr|Q80Y52|Q80Y52_MOUSE Heat shock protein 90, alpha (Cytosolic), class A member 1 OS=Mus musculus OX=10090 GN=Hsp90aa1 PE=1 SV=2;sp|P07901|HS90A_MOUSE Heat shock protein HSP 90-alpha OS=Mus musculus OX=10090 GN=Hsp90aa1 PE=1 SV=4;tr|Q3UIF3|Q3UIF3_MOUSE Unc",84.787,323.31,1.37E+11,14712000000,14658000000,16546000000,20660000000,18242000000,13836000000,17486000000,20765000000,4148600000,445830000,444170000,501380000,626060000,552790000,419270000,529880000,629250000,15409000000,13693000000,13164000000,15926000000,16589000000,15572000000,14338000000,16731000000,182,180,173,201,195,183,164,210
